What Night Elf Building Regenerates night elf unit's mana when near?|Moon Well
What is the hotkey to research "Druid of the Talon Adept and Mastery" training?|A
What is the hotkey to research "Mark of the Talon"?|M
What is the hotkey to research "Mark of the Claw"?|M
What is the hotkey to research "Abolish Magic"?|S
What is the hotkey to research "Resistant Skin"?|T
What is the hotkey to research "Hardened Skin"?|M
What is the hotkey to research "Improved Bows"?|I
What is the hotkey to research 'Marksmanship"?|M
What is the hotkey to research "Sentry"?|S
What is the hotkey to research "Moon Glaive"?|G
What is the hotkey to research "Vorpal Blades"?|P
What is the hotkey to research "Nature's Blessing"?|N
What is the 3rd and final level ability of Banshees?|Possession
What is the upgrade that allows one of the skeletons summoned by a Necromancer to be a Skeletal Mage?|Skeletal Mastery
What is the upgrade that allows the skeletons summoned by Necromancers to stay alive longer?|Skeletal Longevity
What is the upgrade that allows Abominations and Ghouls to eat a corpse for health?|Cannibalize
What is the upgrade that allows Ghouls to attack and run faster?|Ghoul Frenzy
What is the upgrade of Crypt Fiends that allows them to go underground?|Burrow
What is the upgrade of Crypt Fiends that allows them to bind enemy air units to the ground?|Web
What is the upgrade of Gargoyles that allows them to turn into a statue to regenerate health faster?|Stone Form
What is the ability of a Tinker to damage and stun enemy units in an area?|Cluster Rockets
What is the Ultimate ability of the Firelord?|Volcano
What is the upgrade of Chimeras that give them really sickly attacks?|Corrosive Breath
What is the upgrade of Hippogryphs and Archers that allows Archers to mount Hippogryphs?|Hippogryph Training
What is the initial ability of Druid's of the Talon?|Faerie Fire
What is the 2nd level ability of Druid's of the Talon?|Storm Crow
What is the 3rd and final level ability of Druid's of the Talon?|Cyclone
What is the upgrade that allows Druid's of the Talon to cast Faerie Fire in Crow Form?|Mark of the Talon
What is the upgrade of Mountain Giants that reduces the effect of melee damage dealt to them?|Hardened Skin
What is the upgrade of Mountain Giants that reduces the effect of spells dealt to them?|Resistant Skin
What is the intial ability of Druid's of the Claw?|Roar
What is the 2nd level ability of Druid's of the Claw?|Rejuvination
What is the 3rd and final level ability of Druid's of the Claw?|Bear Form
What is the upgrade that allows Druid's of the Claw to cast Roar while in Bear Form?|Mark of the Claw
What is the upgrade of Dryads that allows them to deal damage to summoned units and dispel an enemy's positive buffs?|Abolish Magic
What type of damage orb can be bough at the Night Elvish Ancient of Wonders?|Venom
What is the upgrade of Hippogryph Riders and Archers that allows them to have a greater attack range?|Improved Bows
What is the upgrade of Hippogryph Riders and Archers that increases their base damage?|Marksmanship
What is the upgrade of Huntresses that allows them to send their owl to a tree permanently?|Sentinel
What is the upgrade of Huntresses that allows their attacks to bounce from enemy to enemy?|Moon Glaive
What is the upgrade of Glaive Throwers that allows their attacks to go through an enemy and damage the ones behind it?|Vorpal Blades
